id,tweet
[1360377957831700484],"portofolio produk sinovac sangatlah beragam mulai dari vaksin hepatitis a &amp; b, influenza musiman, h5n1 atau flu bur… https://t.co/xlx0vqgtpe"
[1360377752503738369],tim vaksinasi covid_19🥳 https://t.co/aksq5rvgyr
[1360377151585800195],"ada 8 ribu atlet yang mendesak butuh mendapatkan vaksin. di tengah situasi pandemi covid-19 yang masih mewabah, par… https://t.co/4q4ubclmcs"
[1360377003409481731],@andiiiiiiiinnnn ho oh nanti aja klo dah di vaksin ☺️😁🤭
[1360376933544980484],"indonesia pastikan vaksin covid-19, aman dan halal.

#yukpatuhi5m https://t.co/xrljpipme7"
[1360376891748802565],"ketua apkori (asosiasi profesor keolahragaan indonesia) djoko pekik irianto mengatakan, dengan pemberian vaksin kep… https://t.co/cugyptysex"
[1360376764355149825],"ada 8 ribu atlet yang mendesak butuh mendapatkan vaksin. di tengah situasi pandemi covid-19 yang masih mewabah, par… https://t.co/4nilerlx5p"
[1360376401560408064],vaksin covid-19 untuk lansia sudah teruji keamanannya #fypシ #viral https://t.co/2wyfqaj9bz
[1360372977120944134],"mui nyatakan vaksin covid-19 sinovac halal
#ramadhan https://t.co/bpglgbiag0"
[1360372750867525633],"""pelaksanaan vaksinasi harus tetap mengikuti petunjuk teknis pelaksanaan vaksinasi covid-19,"" lanjutnya. https://t.co/xjtduwl0sg"
[1360372291201167360],"bill gate danai biofarma 10juta $ thn 2019 ,lokasi bandung .. 

buka benang merah ?? buka ? 

apabila vaksin itu bi… https://t.co/m8qleo2pqt"
[1360372286432313344],vaksin covid-19 untuk masyarakat umum dilaksanakan pada april 2021 https://t.co/vxz0pqsoil
[1360371410498060288],seriously aku seram bila dgn penjelasan ttg vaksin ni....
[1360371403422240770],"mari kita dukung vaksin covid-19

#vaksin #sukseskanvaksinasi #ayovaksin #vaksincovid #vaksinasi #vaksinhalal… https://t.co/nijouevpft"
[1360371373030318083],"kepentingan mengambil #vaksin: pengambilan vaksin mencegah wabak daripada terus menular.

sumber: @jkjavmy https://t.co/rrto52lcoj"
[1360370921236697089],"untuk mencegah penyelewengan dan salah sasaran, menkes minta kpk dampingi vaksinasi gratis dan mandiri.
vaksinasi m… https://t.co/c7smy066oi"
[1360370771365793793],"assalamu'alaikum, sahabat sehat... 

pemerintah secara resmi mengizinkan pemberian vaksin covid-19 bagi kelompok us… https://t.co/pgjkkizjav"
[1360370609675407360],regulasi vaksin mandiri diperkirakan rampung akhir februari https://t.co/tdi5qdeyhc
[1360370601920135168],"muhyiddin, individu pertama terima suntikan vaksin covid-19

klik https://t.co/ov8nomqmn7 di bio link atau di… https://t.co/piprt53jkz"
[1360370164575784962],kj sekarang lebih hebat dari men kkm adham dia sekarang tukeh vaksin covid pfyzer dll yang akan menentukan siapa pa… https://t.co/6vbrx2kbeo
[1360366005814366213],"total perkiraan pemenuhan ketersediaan vaksin adalah 426 juta dosis yang ditargetkan untuk 181,5 juta penduduk indo… https://t.co/i6jfygkz3f"
[1360365861043728385],80 tenaga kesehatan lansia terima vaksinasi covid-19 di rsup fatmawati https://t.co/be2s15e5p0 https://t.co/usxzhyjm8v
[1360365494293782530],infografik : #covid19 - pendaftaran vaksin https://t.co/m0dyy85yct
[1360365022325579776],otoritas tinggi kesehatan (has) prancis merekomendasikan penderita covid-19 hanya menerima satu dosis vaksin untuk… https://t.co/7y8jz2dxfo
[1360363667649417219],"kemenkes perbolehkan vaksinasi untuk penyintas covid-19, komorbid, dan lansia https://t.co/qigarna9ne"
[1360363664562356224],"kemenkes perbolehkan vaksinasi untuk penyintas covid-19, komorbid, dan lansia https://t.co/zsixkaqnco"
[1360363461620846592],@chuyajah yg udah pegang surat vaksin mah bebas 😋
[1360363147966615555],deretan merek untuk vaksin mandiri covid-19: moderna hingga sputnik v https://t.co/y4rcimfk1z
[1360363123325116416],"hari kejepit tp tetep harus masuk karena acara vaksin dosis 2,,,maunya weekend ini kruntelan dirumah ma wijdan n ayahnya lho,,,"
[1360361792317366273],badan pengawas obat dan makanan (bpom) bakal merilis izin penggunaan darurat (eua) vaksin produksi pt bio farma dar… https://t.co/iuweshyudg
[1360361792317181952],"pemberian vaksinasi mengikuti petunjuk teknis pelaksanaan vaksinasi covid-19 👍👍
#dukungpemulihannkri https://t.co/ufo0udunpb"
[1360361792258543617],"total perkiraan pemenuhan ketersediaan vaksin adalah 426 juta dosis yg ditargetkan utk 181,5 juta penduduk indonesi… https://t.co/gnj0qdc7xa"
[1360361792128581642],badan pengawas obat dan makanan (bpom) bakal merilis izin penggunaan darurat (eua) vaksin produksi pt bio farma (pe… https://t.co/appneh1dqt
[1360361767184965633],bro saya sudah berumur 73 tahun saya nak tengok apa kesan  kpd warga emas yg disuntik vaksin pfyzer dulu baru boleh… https://t.co/36lm7p5j5q
[1360361743269126145],@fahmibinhassan vaksin dan mikrocip itu kepercayaan dan juga tradisi
[1360361404973293568],menkes meminta kpk mendampingi dalam program vaksinasi covid-19 https://t.co/nerbvvu4zu
[1360360602141528064],@null 3 efek samping ini menandakan vaksin covid-19 sedang bekerja ada beberapa efek s  https://t.co/qmdhdnmkjv
[1360360414748368899],"""saya boleh sahkan perdana menteri (tan sri muhyiddin yassin) adalah orang pertama yang akan menerima vaksin pfizer… https://t.co/s6nupvmrmy"
[1360360412982562817],"berikut ini update data vaksinasi covid-19 di jawa timur sampai dengan 12 februari 2021. 
tetap patuhi protokol kes… https://t.co/nmtrrxqgdh"
[1360360372134240257],pendampingan kpk dalam program vaksinasi covid-19 https://t.co/quvm6qevnl
