id,tweet
[1424157855200931841],"@plindungi @edea_syllisya selamat pagi., mw tanya terkait serifikat vaksin ke-2 itu ada kesalahan nik, bagaimana proses utk perbaikannya?"
[1424157777019031555],"@andikceritanya heran deh sama yang gak mau vaksin, kenapaaaa gitu lhoo..."
[1424157669384880131],"aku baru dapat tarikh utk vaksin... aku guna alamat rumah, tak dpt2 panggilan... guna alamat office, update tak sam… https://t.co/s7ax38dpcr"
[1424157644793602050],24 jam post vaksin moderna —&gt; nyeri area penyuntikan vas 4/10 😭
[1424157572144144385],wah bisa gagal bisnis vaksin.... https://t.co/2eojeiwcmw
[1424157533455847428],"@mporatne pastinya vaksin udah teruji ya, mpo"
[1424157466816700416],wowbhari ini vaksin😲
[1424157393227714565],@drmusanordin saya inginkan kepastian. penerima vaksin boleh jadi pembawa virus kepada mereka yang belum terima vak… https://t.co/yoy3vmemn7
[1424157340517863426],"22 jam setelah vaksin astrazeneca, efek samping yg kurasain masih pegel di lengan bekas suntik aja. lainnya masih normal."
[1424157340022960128],isi survey dukungan untuk vaksin nusantara.  https://t.co/vviah9vlxs
[1424157329977610245],"@dodon_jerry iyes, vaksin itu penting lhooo gaess.."
[1424157327570051075],@basith_a28 selamat pagi kak. layanan vaksin di stasiun semarang tawang tersedia hingga hari ini tanggal 8 agustus… https://t.co/m4nsllarwd
[1424157293331898369],|| habis vaksin bukannya apa malah sakit hadeh.
[1424157175094517763],ayo dukung vaksin nusantara  https://t.co/vviah9vlxs
[1424157129271771137],@sabaradi78 bilang komorbid boleh ga vaksin tapi yg sy tuntut soal sanksi administrasi itu yg harusnya terjawab. bu… https://t.co/etuxnnv9pv
[1424157085902594048],tanganku yg habis vaksin masi pegell
[1424157084057182210],"jokowi: stok vaksin jangan disimpan terlalu lama
 
https://t.co/5dn5flntmy via @tribunnews"
[1424157082232623105],"@valar_morghuli5 @dina_maria666 @bafauzi_ maka dari itu, sebelum vaksin harus di pastikan keadaan tubuh harus sedang fit."
[1424156965815558146],@dodon_jerry yuk yang belum di vaksinasi segera vaksin
[1424156939970179073],"vaksinasi presisi polri, upaya percepatan vaksinasi massal nasional di kabupaten tabanan, urkes polres tabanan  mel… https://t.co/hplrta41iy"
[1424156937164181506],"studi kemenkes ungkap efektivitas vaksin sinovac cegah infeksi hingga kematian akibat covid-19
 
https://t.co/9opb9nywi7 via @tribunnews"
[1424156925910929415],@jsclab saya punya kendala saya sudah vaksin namun kartu vaksin belum ada juga di peduli lindungi. gimana ya?
[1424156919845949441],@fatmagirls kalau udah vaksin imun tubuh lebih kuat ya
