id,tweet
[1450975077068001280],"dalam menghadapi covid19, pemerintah terus melakukan upaya seperti ppkm dan vaksinasi yang terbukti kini membuat ka… https://t.co/kfzkfwmv5v"
[1450975053072404485],"@fiatluxetsal @kochengfess sumsel nder, tapi di kabupatennya, gaada puskeswan dan ga pernah ada subsidi vaksin, sub… https://t.co/0c0je34pct"
[1450975010399473666],vaksin kedua sakit ga?
[1450974951616352257],@benk299120211 trs guna nya vaksin utk apa pak?
[1450974703405858816],"hampir 80 persen penularan wabah penyakit dari sentuhan tangan.!!

#dukungpercepatvaksinasi https://t.co/mwsifkcqre"
[1450974645948018688],"@heapmemory anda dpt menunjukkan sertifikat vaksin (lengkap), hasil negatif tes rapid antigen (dengan barcode) yg d… https://t.co/aw0id3c1zv"
[1450974611101798402],hari ini vaksin dosis dua wismilak
[1450974610384556034],@dwimhoon mau vaksin loh malah nempel ky cicak di dinding 😔
[1450974517724020738],bismillah semoga vaksin hari ini lancar doakan yah kawan ....!! https://t.co/x6b1ubtyap
[1450974488183533569],gue vaksin hari ini aaaaaaaa
[1450974483964063748],tak dipungkiri ppkm dan vaksinasi terbukti menurunkan kasus covid 19 harian disiplin prokes secara ketat juga tak k… https://t.co/hhrhcd1trz
[1450974451479171073],"@ummihasfa ada, mba tapi aku tanya waktu aku vaksin kedua katanya belum ada imbauan"
[1450974381841137664],g sabar mo imunisasi eh vaksin ckckck
[1450974284642324480],"@pikachyue bismillah dapet homebase mba, jadi ga bingung mikir vaksin kedua 😌😌"
[1450974273246351364],yang mau cetak krtu vaksin yukk       #cetakkartuvaksin #vaksincard #kartuvaksin #digitalprinting #offset… https://t.co/r2bjxgksty
[1450974266187464716],statistik pencapaian operasi pusat pemberian vaksin (ppv) the mines international exhibition &amp; convention centre (m… https://t.co/rtd9sjbyyn
[1450974197048434688],ada batas minimal jarak antara vaksin 2 ama yg booster vaksin gak ya?
[1450973829891690497],tingkatkan imunitas guna melawan covid-19 dengan ikut vaksinasi. #vaksinpresisitnipolri #vaksinpresisi… https://t.co/bugf6pukvw
[1450973714980356097],"@__seojohnny gpp udh ian, optimis aja
aku dlu sakit kek kopit aja lgsg vaksin, dahal aslinya gaboleh tp yaudah lah"
[1450973678238191618],@commuterline gak usah lah pake2 sdh vaksin. kasian yg gak bisa vaksin krn punya sakit bawaan sementara dia hrs car… https://t.co/ffaep3hskz
[1450973631366844419],/wal ada info vaksin masal kah?
[1450973601356599298],"indonesia kembali kedatangan vaksin covid-19 tahap ke-92, 224.000 dosis vaksin astrazeneca.!!… https://t.co/ojztccc1l9"
[1450973584868794377],woiya hari ini vaksin dosis 2 :d
[1450973582486425602],kalau g mau vaksin ogah bgt aku sarapan pagi² sebelum sekolah
[1450973457076785154],@arakopipait waduh... ini proyek gila si bill gates ? mau mengurangi penduduk bumi ? pantesan ngotot kali masyarakat dipaksa vaksin.
[1450973433869656065],"@forksyoung dateng aja dulu, yg nentuin lo boleh apa kagak nya ya petugas vaksin lah"
[1450973343050448902],"🌼 sebelum pergi vaksin ke 2 pfizer, semoga semuanya lancar dan sehat selalu aamiin 🤲💬🍀🌟💜💜💜
song ' i don't know you… https://t.co/tcfxndsiem"
[1450973162930262016],"h-1 lisa collab with dj  snake+megan💕🔥
h-8 wendy collab with son tae-jin💙🔥
h-1 me vollab with vaksin 🙏💪

idolku sem… https://t.co/delthllpyy"
[1450969953742442496],babinsa mendampingi vaksinasi covid-19 di wilayah binaan https://t.co/t460yyvh6r
[1450969854966566913],berlibur ke pantai bisa pakai kartu vaksin https://t.co/soh93nuhnr #beritajogja #jogja #jogjaistimewa https://t.co/vlbd6xfvom
[1450969693955624966],@convomf hdh jadi vaksin dosis kedua gak sih😀
[1450969669406314497],"vax1,vax2vax3vax4dst.....
vaksin 1sudah melakukan tugasnya dengan baik sehingga di butuhkan vax lanjutan 
monggo si… https://t.co/a3w1i39zjs"
[1450969455664648195],njir lah napa jadwal vaksin aku salah t__t gak bisa event dulu jadinya
[1450969415848058888],hari ini gue mau vaksin ke dua ✌😛
[1450969412102545410],@shiniakupeluk semangaaat vaksin shiiin
[1450969351125823491],"laporan terkini status covid-19 &amp; vaksinasi 20 oktober 2021.

#mkn50
#keluargamalaysia
#reopeningsafely https://t.co/aksxvpz8nt"
[1450969316598239236],#rekancommuters yang ingin naik krl diwajibkan menunjukkan sertifikat vaksin melalui aplikasi peduli lindungi atau… https://t.co/tr4gwjq1bu
[1450969299917545473],vaksin dosis ke dua. ndang mari ndang wes.
[1450969222851411969],"@25e0k woi , satgi kau nk ambik vaksin tau 😭😭"
[1450969142283046921],"@__anakkolong santriwatinya di vaksin itu om, biar gak kena covid 🤣🤣🤣"
[1450969129725292548],"certia dikit, kan aku mau vaksin nanti jam 8 nah aku smlm tidur jam 2an krn lembur nugas trus tanteku bangunin jam… https://t.co/i3jnnvn5da"
[1450969053325975554],@enhypen_members jakeyyy pagii! hari ini aku mau di vaksin ☹️ smga gada gejala apa-apa deh setelah nya. hv a great… https://t.co/bkb1vhmgyp
[1450969004017815552],"@syarman59 @divhumas_polri @satgascovid19id @listyosigitp wuihhh berarti klo pemerkosanya blm di vaksin, ditunda dl penangkapan nya 😂😂😂"
[1450969002667167745],"@sttxrmilkyes pagii rin, jgn lupa sarapan ya sebelum vaksin!!
hari ini sekolah😩"
[1450968953115742209],@detikcom gak cek sertifikat vaksin dulu?
[1450968911927672832],"@ramadarma08 pelaku pun tak akan diperiksa jika belum vaksin 😁😄😆
ajuuuurrrr"
[1450968832303001603],@fessponti mau vaksin ke 3 tpi ape daye cmn di bolehkan 2 yak dlu
[1450968831095033858],"pagi moots, have a nice day!!
hari ini aku mu vaksin😱"
[1450968824799383554],@uminnyotnyot entahla sekarang baru nk p mandi pastu siap bertolak n breakfast kt sana nak sampai tmpt vaksin tu sejam lebih jugak hahahah
[1450968654728732675],@ay_vtaloka @sahabat95338135 @msaid_didu saya sdh vaksin 2 kali dan tetap terpapar.
[1450968604313223170],"pagii, mari vaksin💪"
[1450968442404671495],"ini yg bener pergi penerbangan dalam negeri pake test antigen apa test pcr sih kalo udh vaksin dosis ke 2?

yg tau… https://t.co/jb0aallyvz"
[1450968392962166784],@leeknowribanggg pagii🏃pukul berapa vaksin ?
[1450968280575791104],"@indoflyer jadi initinya gimana nih, yg udah vaksin ke dua, bisa pake antigen apa kagak ? untuk daerah jawa bali, s… https://t.co/wznoja1hqw"
[1450968010928189442],"@constsant aaaaa kak raviin wyl, eh ntar abis vaksin jangan lupa minum vitamin eh terus banyakin istirahat juga yaa… https://t.co/9rqlp4harf"
[1450967953193594885],@tingkerb3l_ libur soalnya ada vaksin ke2
[1450967797937307648],@angelichris @timmymalachi what? seriusan jadi nggak cuma nunjukin kartu vaksin 😭
