id,tweet
[1328847272663085056],pfizer umumkan penemu vaksin covid-19 jerman adalah muslim tajir kelahiran turki https://t.co/xtfvxyv092
[1328841840863240192],"akui vaksin covid-19 belum ada, menkes terawan: doanya makin cepat makin baik
https://t.co/kn1gjv4jb4"
[1328841722936258560],"wagub banten optimistis ekonomi pulih seiring vaksinasi covid-19
https://t.co/f4c2rf2too https://t.co/smwsmuzxvx"
[1328841646495055872],"urusan pembelian vaksin utk.covid-19: tubuh &amp;beli melalui  jawatan kuasa khas terdiri dari pakar2 secara ""terus"" da… https://t.co/f0quc9v9tv"
[1328835761110618115],"setelah sukses melakukan uji klinis tingkat keamanan vaksin pada dosis kedua, vaksin covid-19 buatan pfizer hanya t… https://t.co/suqrsmbxtd"
[1328830217582833664],"@msaid_didu bagus,,,cuma pelaksanaanya nanti bener bener vaksin covid-19 atau bukan, jangan jangan cuma suntik vitamin,,,,"
[1328812227713929217],menkes terawan sebut vaksinasi covid-19 menyasar individu sehat berusia 18-59 tahun https://t.co/zxvatkaxzv via @tribunnewswiki
[1328793367900155905],@wibisonho @dennysiregar7 untuk jadikan uji coba vaksin corona aja
[1328746441272029185],kalau diminta jadi yang pertama disuntik vaksin covid-19 presiden @jokowi siap https://t.co/wlkay06tmm
[1328745979147816960],atlet olimpiade tokyo tak wajib suntik vaksin covid-19 https://t.co/cntwvirofq
[1328741697681981440],"kaltim dapat 2,2 juta vaksin corona, walikota balikpapan rizal effendi: kita tunggu saja https://t.co/ufubcy1fk5"
[1328737410948108288],skeptisisme vaksin yang berkembang di prancis dapat mengacaukan kampanye imuniasi. https://t.co/9h07ceax7g
[1328730428316925952],target penerima vaksin covid usia 18-59 tahun https://t.co/dixqvk9as0
[1328720605277868032],"dirjen who sebut vaksin saja tak cukup menghentikan pendemi covid-19
 
download aplikasi tribunnews untuk update be… https://t.co/3vhlpw2atq"
[1328718045083176962],"ada dua vaksin baru klaim efektif cegah covid-19, satgas: pemerintah terbuka dengan vaksin manapun https://t.co/t397rnj0cz"
[1328717912224395267],pemerintah terbuka dengan produk vaksin covid-19 manapun asal teruji - antara news jawa barat https://t.co/qnolhitzvm
[1328715905937805315],"tinggal tunggu izin darurat dari bpom, begini status halal vaksin covid-19 sinovac https://t.co/wk2si9umuc https://t.co/meibec2cys"
[1328715567969157122],gubernur jabar berharap tni jadi relawan penyuntikan vaksin covid-19 https://t.co/xwad6ndq8a
[1328710446841466887],"pandemi covid-19 belum berakhir, mayoritas masyarakat indonesia bersedia terima vaksin https://t.co/aastxbltya"
[1328707478247206912],joe biden ke trump soal vaksinasi covid-19: banyak orang mungkin mati jika kita tak berkoordinasi https://t.co/qh9kv1svpx
[1328705541590437889],"vaksin yang dikembangkan oleh moderna diklaim hampir 95% efektif melindungi dari covid-19, menurut data awal perusa… https://t.co/cxiuggpfo1"
[1328702951183958022],"infografis: vaksin covid-19 buatan pfizer berhasil cegah infeksi hingga 90 persen: dilansir dari bloomberg, senin (… https://t.co/fjdjlo0k2a"
[1328700556374806530],fadel muhammad desak pemerintah segera distribusikan vaksin covid-19 https://t.co/wdjol0gfo6
[1328700555284213760],fadel muhammad desak pemerintah segera distribusikan vaksin covid-19 https://t.co/kjb7sfibjt
[1328700555116515328],"sumbang rp984 miliar, bill gates ingin negara berpenghasilan rendah dapat akses vaksin covid-19 https://t.co/t8kn4at22o"
[1328700554894196737],fadel muhammad desak pemerintah segera distribusikan vaksin covid-19 https://t.co/l6y7ohsrcc
[1328700183010451456],pemkot malang akan vaksinasi covid-19 seribu tenaga kesehatan https://t.co/u2nas3wsyn #nasional
[1328698076249403396],"107 juta wni bakal disuntik vaksin covid-19, hanya 32 juta orang yang gratis https://t.co/jecahyqtgp"
[1328696167933255682],"@ilctv1 protokol kesehatan harus di utamakan 
walaupun sudah ada vaksin tdk akan pernah teriliminasi penyakit corona di dunia ini"
[1328696100077780992],sekitar 8 juta warga belgia akan terima vaksin covid-19 gratis https://t.co/vw4ovtug1p
[1328696026874560512],"hadeh, semoga aja desember nanti menurun and can use vaksin to fight covid. https://t.co/dun5jwt2jt"
