id,tweet
[1357476448823480320],"tinjau vaksinasi massal, presiden jokowi: percepat capaian target vaksinasi covid-19 https://t.co/ndcg14chdu… https://t.co/exeivbrah8"
[1357476363104444417],hmm nmpknya kita hujung tahun laa vaksin 🥲 https://t.co/ljcecg3iqe
[1357475839424614400],"presiden tinjau langsung vaksinasi massal 
dan berharap dipercepat agar bisa segera mulai untuk umum.

""inilah yang… https://t.co/zbrsebvmhm"
[1357475828825690113],"presiden jokowi pada kamis, 4 feb 2021, meninjau pelaksanaan vaksinasi massal yg diperuntukkan bagi para sdm di sek… https://t.co/76nsric3rw"
[1357475806230900736],"hari ini mau di vaksin lagi😪😪
semoga gak panas n gak rewel ya nak😍😙😙
mat pagi semuanya🙇🙇 https://t.co/9b0b5tidp0"
[1357475790103842816],"aneh, mengaku tak punya kasus covid-19, tapi korea utara bakal terima dua juta vaksin https://t.co/gow2up8ovr"
[1357475310694854656],kalbe dan unilever siap bantu pemerintah distribusikan vaksin https://t.co/qix5rhfl5a
[1357475282517516292],"bukan jaminan bebas covid-19 setelah disuntik vaksin, ketahui yang sebaiknya dilakukan https://t.co/bgcbxq2gpa https://t.co/ldlwur88jn"
[1357470123003572224],"pertama kali, inggris uji efektivitas kombinasi vaksin covid-19 oxford dan pfizer https://t.co/8n2pf0swwh"
[1357469495988658179],"satgas covid-19 menyatakan vaksinasi masyarakat umum dilakukan april. 

#vaksinasi #inewsid #inibaruberita 

https://t.co/9p7mifqlcv"
[1357469179113140224],"dukung dan sukseskan program vaksinasi covid 19
bersama kita lawan corona https://t.co/utozbow3in"
[1357468488156078082],penyintas covid-19 alami efek samping lebih berat usai suntik vaksin covid-19 https://t.co/govkixctrn
[1357464407610040321],facebook menjadi media terdepan yg mengawal keberhasilan agenda covid19 dan vaksin.https://t.co/yzqf7nrp9q
[1357464198075215872],distribusi vaksin covid-19 covax ditarget melindungi kelompok paling rentan https://t.co/icmxf8bknr
[1357462689623212034],pemerintah gelar vaksinasi massal untuk percepat capaian target vaksinasi corona di indonesia… https://t.co/lmhtleceu9
[1357458800198832129],"tolak impor vaksin as dan inggris, iran terima pengiriman pertama vaksin sputnik v dari rusia… https://t.co/bn6byrasvy"
[1357458799800406021],"total, 700.266 tenaga kesehatan sudah vaksinasi covid-19 https://t.co/tot4vefkgx"
[1357458631436849152],untung jadi @khairykj dapat double gaji menteri. deal vaksin lagi. hmm hmm hmm
[1357457061496250374],"assalamu'alaikum, sahabat sehat...

saat ini sebagian vaksinasi covid-19 bagi tenaga kesehatan telah memasuki tahap… https://t.co/9khpsnnquw"
[1357450637093474304],"mimpi setinggi langit, data orang yg mau di vaksin saja simpang siur mau pake yg mana. ati2 pake data kpu, nanti yg… https://t.co/qvlmri0rmm"
[1357449232215465984],@fkadrun nahh ..org2 seperti ini yg layak di vaksin 😂
[1357448861619531776],"smg pak @jokowi fokus urusin hal penting yg berpengaruh ke masy luas spt vaksin, ekonomi, intoleransi dll drpd urus… https://t.co/wlll93qwhj"
[1357448601165647872],@ferdiriva semoga buat nakes yang penyintas bisa di vaksin juga dok soalnya antibodi lebih rendah drpd antibodi yg didapet dari vaksin
[1357448538943234048],"vaksinasi nasional semoga dpt mengakhiri pandemi covid-19.
utk itu jangan takut di vaksin.
layak atau tidaknya anda… https://t.co/c1qnu6e21c"
[1357448503216152577],"sukseskan vaksinasi covid-19
vaksin sehat &amp; halal

#divhumaspolri 
#humaspoldantb 
#humaspolreslobar https://t.co/afdds5ahrk"
[1357448105428307969],"grab lancar program tingkatkan akses, maklumat vaksin untuk pihak berkepentingan https://t.co/od0ienu6u7 https://t.co/tojyairkog"
[1357446676286492674],vaksin tahap ii untuk dki dan jabar https://t.co/jafkk1i1eh
[1357434177377849344],"@zulfafafa20 pemerintah bersama kementerian kesehatan sudah terbuka dalam jumlah pasien, vaksinasi dll, banyak sega… https://t.co/etdppvfl6b"
[1357434153902346241],"awal 2020 sampai akhir full berita covid-19, harapannya 2021 bisa lebih baik.
2021 dapat kabar baik vaksin, pembuka… https://t.co/v8grhsbhd5"
[1357432865324077057],adib anti vaksin sial
[1357432722591866880],@dickysara dirimu uwis vaksin yoan mas? ngantuk2 juga?
[1357430348112564224],"pro kontra vaksin covid-19, informasi mana yang agan percaya?
https://t.co/7dusjvr2ws
#forumkaskus via @kaskus"
[1357430238574112770],masyarakat di perbatasan ri-rdtl siap disuntik vaksin corona https://t.co/6fp6kaltar #terbaru #berita #live #merdeka
[1357429972361568256],sesudah vaksin wkwkwk https://t.co/zic91dhm2n
[1357429290166407171],kemenkes bantah ada kerja sama vaksinasi covid-19 untuk wartawan https://t.co/uuylp9glgc
[1357429231429423105],rsud batara siang pangkep gelar vaksinasi covid-19 https://t.co/yiajhqyf5o https://t.co/wnvncxaxde
[1357428635632771073],@susipudjiastuti kebahagian...menurut kh buya syakur ..adalah vaksin terbaik utk menaikan imunitas tubuh
[1357427973167611906],@majalahzamane @priyobudis jangan ngajak2 pkc dan antek2nya. ntar mereka bikin virus lagi disono buat dagang masker dan vaksin.
[1357427566139777024],"o ya, vaksin mereka yang pertama diperkirakan dapet emergency use approval maret ini. so...

ada yang mau jalan2 ke… https://t.co/if6yxfdmuv"
[1357427511882301445],vaksin tahap ii untuk dki dan jabar https://t.co/ffimsr0rn1
[1357415513891033091],vaksin-vaksin covid-19 diluncurkan walau tanpa cukup bukti  https://t.co/praz80pfwl
[1357413369863569408],lebih dari 700 ribu orang sudah divaksin covid-19 https://t.co/dghajtrdus
[1357407899593580550],"@detikcom boleh ga, drpd sponsorin mereka, uang 30 m nya itu mending buat vaksin covid ?"
[1357407167477817345],".@kontannews: awas! vaksin virus corona palsu beredar, china tangkap pemalsu vaksin

https://t.co/yqyor3p3q8

#itb… https://t.co/ffcbpio0bp"
[1357399241510031361],"saat konsul ke dokter
klo anak saya gak di vaksin polio
dpet jwaban
""bagus tu anak saya juga tidak"""
[1357399128284688384],"untuk diketahui, hingga saat ini, sebanyak 700.266 tenaga kesehatan memperoleh suntikan dosis vaksin covid-19. juml… https://t.co/p2vbb8iobp"
[1357391841080057865],"swedia dikabarkan berencana akan meluncurkan ""paspor vaksin"" virus corona secara digital. #kamuharustau https://t.co/ytbbmbwqhq"
[1357391456604835840],@echips25 enak kalo sambil disuntik vaksin
[1357388967398801411],"disebutkan #eddy berutu, jumlah vaksin yang tersedia saat ini sekitar 2.360 vial, berdasarkan data dari dinas keseh… https://t.co/dry8k8cx8g"
[1357388871638478848],kenapa kes semakin naik?.kenapa pkp masih disambung?.kalau tak naik vaksin tak laku la tuan2 https://t.co/4pfnfggubj
[1357382898597330944],@sulaimanselamat pasal vaksin rollout kan. mmg kena volunteer la kan? tak kan kema wajibkan?
[1357381651286740992],"takpun geng menteri pikiaq cmni. bagaimana nk laku kan vaksin?

answ. bg la kes mningkat. sng"
[1357381289163194369],"inggris 'oplos' vaksin pfizer-astrazeneca, akankah uji klinis berhasil? #internasional https://t.co/5kcfcli2kq https://t.co/sac51s5r9c"
[1357381253662724098],"kuningan-sebanyak 311 pegawai termasuk tenaga kesehatan (nakes) rsud linggajati mulai menerima vaksin covid-19, kem… https://t.co/yjxvsxhj5m"
[1357380395965161475],"@vivacoid skr ijo ngurusin prokes , vaksin bgmn dgn urusan hankamnas opo wes lali ...?"
[1357375540278087681],@yoshdendut apa beza dapat vaksin dan tak dapat vaksin?
[1357375513438740483],@pretiwn vaksin penyubur😀😀
[1357375357809172482],"#rusia kirim vaksin#sputnik v#palestina#5.000 orang#dua kali suntikan!

otoritas palestina menerima 10.000 dosis va… https://t.co/9mofhzcnye"
[1357375316428165123],@hafilahnoordin dasar kapitalis. vaksin pun patut derang kene tanggung untuk semua pekerja.
[1357375056754577408],@adelkamall @shaeyful pegasai khas dia yang masuk tv cakap pasal vaksin tu 😂
[1357375048500314113],"langkah cepet nih, bumn sama pemerintah tunjuk bio farma jadi distibutor vaksin covid. semoga bisa jadi jalan kelua… https://t.co/rhh7zpxtpu"
[1357375039130062848],semoga nanti ada vaksin anti ke bodohan yaallah... 🥺🥺 https://t.co/reqdhg8sph
[1357375003721797634],lambatnya dapat vaksin 😭
[1357374911464026113],"jangan ragukan bio farma buat produksi vaksin covid, iyalah bumn satu ini udah bikin vaksin dari tahun 1890

#pakaimasker"
[1357374770019323905],@ceuribet @ivanlanin @badanbahasa saya sudah di vaksin disukabumi
[1357374589781778433],"yak setelah berbulan2 gak begadang gegara imunisasi akhirnya begadang lagi donk yaaah. 

why siih dek tiap vaksin s… https://t.co/smc1idq0ek"
[1357374230917091329],presiden @jokowi pantau langsung vaksinasi covid-19 bagi nakes dki jakarta. presiden ingin mempercepat proses vaksi… https://t.co/wkmiclyzdh
[1357370509953007621],"@abdihsan bisa lah, emang vaksin sampe indo distribusinya sekali jalan san? bertahap itu mulai dari impor sampai distribusi ke daerahnya"
[1357370208554340354],@2mikeadamhalik @b3ajalah sebelum vaksin mirip vicky prasetyo
[1357369940370595841],yey guys gua dan tmn2 bakalan vaksin covid hari senin nanti wish us luck *kalo lulus screening sih tp amin lulus
[1357369837945671682],yang lain nungguin terima suntikan vaksin aku nungguin terima suntikan dana aja.
[1357369815250341892],"@ferdiriva termasuk istri yg nakes, alhamdulillah sudah. pertanyaannya dok, setelah vaksinasi ke-2 lalu bagaimana?… https://t.co/f6vmoiwazi"
[1357369350399750144],@ferdiriva besok aku dapet jadwal vaksin dok allhamdulilah seneng puol
[1357365735727783936],polsek katingan tengah kawal ketat pendistribusian vaksin covid-19 https://t.co/hudbbsslal
[1357365537785798656],kpk dorong program vaksinasi covid-19 gunakan data dukcapil kemendagri https://t.co/mpyxgeukxi
[1357365433163149313],"@cnnindonesia nah ini, seharus nya yang divaksin itu orang klu terpapar covid kondisi nya kemungkinan akan parah, s… https://t.co/6u02t7o7i0"
[1357365021777358853],"baru jam berapa udah ngantukk, efek vaksin kah? atau mmg diri ini yg tukang molor 😴"
[1357364595992715271],"@berflovver gamau vaksin takut jadi titan, canda gamau vaksin takut jadi titan #aotlucu😅"
[1357361742167252992],vaksin tahun depan gak🥲 last harapan vaksin ni sebab tak harap dah keberkesanan pkp https://t.co/ypyy6ginfy
[1357361539171438592],begini reaksi wabup thariq modanggu usai disuntik vaksin sinovac https://t.co/nloypmuekx
[1357361229006655488],"@ridwankamil trmksih pak gubernur.
kami masyarakat menunggu giliran, semoga saya cepat dapat vaksin."
[1357361202201047042],@rchmdnt lho awakmu wes vaksin um?
[1357361199713722368],"presiden @jokowi 
vaksinasi massal tsb bertujuan untuk mempercepat pelaksanaan vaksinasi bagi nakes agar bisa sgr m… https://t.co/lrfydnicxh"
[1357361104255553536],"suntik vaksin malam jumat 

😎😁"
[1357361054922145793],"@ivpfan iya lebih sakitan itu daripada di vaksin ngab, tenang aja  :'"
[1357360577102761986],@argentianaa robek ngga..bolong kecil iya. lgsg suntik rabies biar udah vaksin jg.
[1357358184378363904],wali kota jadi orang pertama divaksin covid-19 di tanjungbalai  https://t.co/towlymjfpa
[1357358155659808781],"@jokowi istri saya sdh di vaksin pak presiden sebagai nakes,, besok vaksinasi kedua"
[1357358036466204673],"gawat! inggris temukan 4.000 jenis virus corona, produsen vaksin tingkatkan kemampuan https://t.co/uomaths7y2"
[1357357953897041921],@jalalmisai_2 gi sana boleh cucuk vaksin...sana dah ada vaksin...
[1357357929402232833],syok dengar sesi penerangan vaksin oleh dr qidran. semoga abang john bomba sehat selalu.
[1357357902013501441],"besok bakal diberikan vaksin, kinda anxious yet excited tho."
[1357357715866021892],"pengawalan vaksin, ""dari gudang dinkes sumut, menuju dinkes sibolga"" https://t.co/snsuk5rpgc https://t.co/wadpfq4ipl"
[1357357520424116224],@adeaddicted oh gitu. di suntik vaksin nya sakit ga sih
[1357357272624635905],"presiden @jokowi pada hari ini, kamis, 4 februari 2021, meninjau langsung program pemberian vaksinasi covid-19 mass… https://t.co/udrmzji0ue"
[1357354733195808768],@mporatne wah asyik nih ... berati aku tinggal nunggu giliran untuk menerima vaksin gratis dari bpjs kesehatan
[1357354673447919618],@pawlively @kkmputrajaya lps positif cucuk vaksin lps tu negatif..close contact pulak dgn yg positif lps tu didapat… https://t.co/1l1xqkwgfg
[1357354357939789826],"maret, santri di jabar divaksinasi covid-19 https://t.co/oan98bc82o"
[1357354311622275076],vega darwanti jadi perwakilan terima vaksin di karawang https://t.co/h9cnaqfdqc
[1357354247352799238],"fibonacci gue tarik kebalik yah skrg udah saatnya downtrend..

sudah ada vaksin..

orang2 akan kembali beraktivitas… https://t.co/9pm2ynxtil"
[1357354207729180673],"kabar gembira, vaksin covid-19 sinovac aman untuk orang lanjut usia https://t.co/1uhrwbilty"
[1357352306497388544],@superrrficiall wkwkwkwk adanya vaksin
[1357352203531341830],"penerima vaksin covid-19 tetap diwajibkan pakai masker saat beraktivitas, kenapa? ini penjelasannya… https://t.co/c2w8b1b3gu"
[1357352009528004608],"@valeeeeeent vaksin sudah di uji klinis, dapat informasi darimana? stop provokasi bro, tanyakan ke bpom biar jelas… https://t.co/sjz8kzgbss"
[1357351891869388801],bupati tebo sukandar menjadi orang pertama disuntik vaksin covid-19 yang dilaksanakan di rsud sultan thaha saifuddi… https://t.co/jfx3qafp8p
[1357350424555098112],saya ji ini kah setelah vaksin kek mau tidur terus 😢
[1357350334989955072],@altenstadthaus vaksin dulu lep
[1357350240626511874],kenapaa ini vaksin sakit bangett yeee perasaan bekas suntikannya🥺🙃🙃🙃
[1357348949514854401],"antisipasi lonjakan limbah medis vaksinasi covid-19, jabar tambah mesin insinerator
👇
https://t.co/z4oxxv7waq… https://t.co/vq2mameb6h"
[1357348830883139585],"ayo disimak..tujuan vaksinasi covid-19!

#vaksìnasicovid19 https://t.co/oyxus1ygan"
[1357348556433100800],@nruulll 😂 ojo mbk... lek mbelani mudeng ngko vaksin mu ntek
[1357346719239872513],@dyahrratna lhooo akhire wes entuk vaksin tee?
[1357346669537288192],@itsochaaaa vaksin kuah 👍👍👍
[1357344711300681728],@r_adeljkt48 @s_florajkt48 @f_ollajkt48 abis vaksin titan
[1357344689616134161],jokowi tinjau pelaksanaan vaksinasi covid-19 nakes di istora senayan https://t.co/zkklied6hn #tempofoto
[1357344686998917126],inggris uji coba gabung vaksin covid-19 pfizer dan astrazeneca dalam 2 suntikan https://t.co/2uyaypymws #tempotekno
[1357344568354631686],@non4n4 vaksin semua ni takyah percaya https://t.co/atd1toy4jk
[1357344551040544770],@sthehu semua benda nk letak potatop chip ada yg ckp vaksin pun ada nano chip..ingat otak komuter dtg dr mana?… https://t.co/qzcguis2gy
[1357344466353287168],ridwan kamil: pedagang pasar mulai divaksin covid-19 pekan ketiga februari https://t.co/pcxsciw6mc
[1357344463559921670],"jangan lupa laporan keluhan apapun setelah vaksinasi #covid19

tidak ada yg serius, tapi laporan kita tetap akan be… https://t.co/z9atbitnfu"
[1357344249553903618],pg ini 4 pebruari 2021 sy telah di vaksin covid-19 tahap 2 di rumah sakit yowari sentani dan mendpt kartu tlh di va… https://t.co/qciciaybkv
[1357344201147469827],"@tempodotco rakyat nggak takut utk di vaksin, yg di takutin rakyat itu vaksin berbayar."
[1357342733841485827],@fhanifhanika nah covid yang di vaksin itu gakan menularkan kan? kalo misal aku ternyataaaaa selama ini otg. apa be… https://t.co/u6gzriaclt
[1357342237533736963],@selenophileeen wah beli vaksin corona pasti. langsung dari grosirnya di china yaa 🙈
[1357340344421998598],"ok vaksin yg betul dari us jgk lah... hurmm
bnyk jauh pusing"
[1357340195763310597],@strawberrywani_ pasal vaksin sampai bulan ni astu tah merapu apa tah
[1357340152486457345],"@ferdiriva gimana, dok kalo kita penyintas? katanya gak perlu d vaksin. krna anti bodi sdh trbentuk... 
*mohon pencerahan"
[1357340111227088900],sinovac umumkan vaksin covid-19 buatannya aman untuk lansia https://t.co/fxpriinemf https://t.co/e6w4r309ik
[1357340098497372171],sinovac umumkan vaksin covid-19 buatannya aman untuk lansia https://t.co/ap5zlaotm6 https://t.co/r8jmecjcig
[1357340020625973258],"@ramlirizal @bpkri vaksinasi telah dilakukan, 
berita hari ini jokowi hadir pada  vaksin massal di senayan 

dipoto… https://t.co/nlmjnxmprl"
[1357340003479687182],kasau dan wakasau jalani vaksinasi perdana covid-19 https://t.co/37j0kiaerj
[1357337938443399169],"@nuuradm_ buat balik macam pkp1.0 atau mempercepatkan vaksin. 

apa fungsi kita pkp dan darurat  sekarang ? kata na… https://t.co/girdj0xpdy"
[1357337878158737409],vaksin kedua sudah ya ges... tp tetap prokes diterapkan ya... semoga sehat selalu utk kita semua. amin https://t.co/venalqoriv
