id,tweet
[1431043767084077063],"ini beneran gue vaksin sendiri!! yang lain sama keluarga, mengsad:’)"
[1431043714344886281],salah satu daerah yg menjadi target vaksinasi utk difabel spt yg diintruksikan oleh presiden jokowi adlh jatim.dan… https://t.co/cghdylsoyk
[1431043704232374273],"buat yang udah kangen keluar rumah, siapkan kartu vaksin, ya.

download dulu aplikasi @pedulilindungi @plindungi. ❤ https://t.co/ozi3hem2qx"
[1431043670602522625],@lzhangyx semangat vaksin syel 🥰
[1431041204636962818],vaksin ke 2 lebih sakit dri pertama ga?
[1431041154829602819],hri ini vaksin aaaaaa tkut
[1431041040346062855],siap2 mau vaksin ✓
[1431041006791577600],@icech0colate wisuda bisa sekalian vaksin
[1431040977150566400],"bupati pohuwato, saipul a mbuinga, mengapresiasi keberanian anak kelas 1 sma lemito yang datang ke tempat vaksinasi… https://t.co/sozvhmjy7e"
[1431040956858466311],"malas solat , salahkan vaksin. allahu https://t.co/qlvkxdzoao"
[1431040902466736131],petugas tempuh perjalanan mencabar bawa vaksin cansino ke pedalaman kalabakan https://t.co/h9fproyk4b https://t.co/kmkrpv6beq
[1431040851308814344],aaaaa ngantuk drakoran smpe jam 1 lupa kalo hari ini mau vaksin booster
[1431040848959995913],"pegi-pegi sekira pukul 05:37, masyarakat yg mau vaksin udah antri di gor remaja pancoran u #vaksin keren 👍 |… https://t.co/1l47foo8li"
[1431040821847990275],berarti aku besok di vaksin😭💔
[1431040818748567555],"@bubulilies udh si semalem, vaksin sinovac. okey makasih keknya besok aja deh takut efeknya parah"
[1431040673780695041],hari ini vaksin kedua😫
[1431040604058918920],"@fkadrun terbuka dong lapangan kerja ""joki serifikat vaksin"" di mal mal 😊🤭"
[1431040549247602689],@stevaniehuangg hebat vaksin nusantara
[1431040547016167424],"#fokus — sungguh aneh menjadikan kartu vaksin sebagai syarat untuk masuk ke area publik, karena jelas tidak akan da… https://t.co/07ze2apvzv"
[1431040470247870466],@calicokocheng @kochengfess bacanya kesel sendiri anjir. kucing w makan rc udah vaksin juga. tapi tau2 sakit dan ke… https://t.co/1zloy2xe7m
[1431040448785616898],"@balonnyasar aaaa nanti ino, doain y mau vaksin😫"
[1431040445702807552],"tonton ""akhirnya terkuak! bpom terpojok, dpr bongkar dugaan penyuntikan vaksin daluwarsa"" di youtube https://t.co/y1pz8apmmx"
[1431040394402275334],"iya juga yaa... dia sendiri yg ngeremehin covid, kok skrg bikin vaksin. https://t.co/ckm4gpabvq"
[1431040229234790400],"@healthy_fess ngga tau ya nder, aku pas mau vaksin ngga dibilangin pantangan apa-apa, cuma disuruh makan/minum vitamin aja"
[1431040219071979521],"@introverrt___ @nuicemedia benar, memang spt itu. wakt vaksin lansia dosis ke dua ( bulan mei?) lokasi jakarta, sem… https://t.co/zrflxpenfe"
[1431040106975043589],"solusi bagi peserta skd cpns 2021 wilayah jawa-madura-bali yang belum bisa divaksin covid-19
 
https://t.co/tnskmrbqcp"
[1431040067456274436],hari ini aku vaksin… aaaaaaa
[1431040026587013120],ttp vaksin ke 2. soalnya hrus 2x. https://t.co/1isn50de9e
[1431040016419938304],"@arxxkm pagi kak jioo, efek nya apa kakk? aku besok jga mau vaksin inii😭"
[1431040009172262913],"hlt! kata temenku sblm vaksin gaboleh makan gorengan. iya kah?
*jangan salty ya, beneran gatau"
[1431039966184808448],@lisa273_alice udah num obat puyeng? klo misalnya ragu lebih baik gak usah. emang mau pake vaksin apa?
[1431039954897956871],"bukan malas kerja , cuma badan on/off panas nya ☹️, makin teruk lepas vaksin ☹️"
[1431039895741423618],"ajigggg,.giliran udah vaksin eh malah vaksin nusantara udah boleh dipake. ayah, mengapa aku selalu sial? 😭"
[1431037492501696512],hlt! apa efek vaksin bikin mata bengkak ya? mataku bengkak sblah ni.. nyembuhinny gmna ya
[1431037492304613382],"@tubbirfess vaksin pagi jam 9 an, trus siang udah kerasa pusing. jam 3 an udah demam, dan malem sampe besoknya lang… https://t.co/e4nazkc2kt"
[1431037459610030081],oalah anjir gajadi vaksin
[1431037445345222659],pemkab indramayu tambah fasilitas pelayanan vaksinasi covid-19 - antara news jawa barat https://t.co/lj9tpv6joe
[1431037422637178882],@bertanyarl kalau habis vaksin minum air kelapa boleh/dianjurkan ngga sih?
[1431037299765047296],@kkmputrajaya kpd kkm teruskan lah promosi vaksinasi kaw2 ya..supaya kes makin turun...sbb kkm pun dah tak nak cari… https://t.co/douonpmfjn
[1431037294421495813],macam mana nak cari vaksin yang hilang. bantuan bantuan
[1431037230848512005],"@dewisutrisno_ mau tanya dongg, yg abis kena covid harus banget nunggu 3 bulan ya? juni kena hari ini niatnya mau vaksin, bisa gak ya?"
[1431037229208543236],horee hari inii jadwal vaksin ke 3 🥳💃
[1431037203736502274],"gerai vaksin presisi polri, kami lansia sudah vaksin, bagaimana dengan anda ??? #vaksinpresisitnipolri… https://t.co/i8lsnkaygl"
[1431037190289514496],@blancahahaa laksanakan. kmrn ditawarin vaksin bareng sepupu cmn guenya lgi dmam maknya gak diizinin ortu
[1431037151454535681],keampuhan vaksin covid-19 di as turun setelah varian delta dominan - antara news jawa barat https://t.co/xla6ju01mf
[1431037104595685376],"ak mau vaksin, doain yaa"
[1431037094277750790],"@__sridiana_3va hmm, lagi2 masalah ngantri vaksin"
[1431037036924866563],"@naddcb97 kalo aku waktu vaksin pertama gada efek apa""
waktu kedua tuh cmn ngantuk + pegel bentar (ga kerasa bgt jg)"
[1431037033510707201],"minta pertanggungan jawaban sama orang yang memaksa untuk wajib vaksin.

https://t.co/4dabyxwacs"
[1431036979785789442],nyeri di tangan abis vaksin ilangnya berapa hari si? 😭😭
[1431036954867503105],"@strwbrymk iya juga sih, kmrn ditawarin vaksin cmn badan lgi demam makanya gue tolak"
[1431036920004444160],"@naddcb97 wajar kok, katanya kalau badan kita pegel2 habis vaksin, vaksinnya mulai bereaksi.. aku vaksin pertama ef… https://t.co/ff6hwqfphw"
[1431036915633987585],"disabisitas bisa menerima vaksin. semua orang bisa saja terkena covid 19, begitu juga pada saudara kita yang menyan… https://t.co/28ms628he0"
[1431036915617202180],mau vaksin kedua tapi faskesnya pada penuh semua anjrit 🥲
[1431036889381818379],"@idntimes https://t.co/2wezwb9gnz

jepang stop penggunaan bbrp vaksin moderna"
[1431036878363365376],"@dghisham iya lah. vaksin je lah penyelamat. caya sgt data yg boleh dimanipulasi, dan slalu nya bias."
[1431036814907740163],"#awaniringkas 27 ogos 2021 | 7 am

📌 selangor pinjamkan 200,000 dos vaksin kepada pulau pinang
📌 situasi di kabul t… https://t.co/yx56qi7uuq"
[1431036786277371910],@kkohakun semangat awa~! kita sama2 vaksin hari ini :d
[1431036764781649927],"16 jam setelah vaksin moderna badan remuk seluruh badan, lelah yang tidak bisa di ungkapkan, demam tipis-tipis, bek… https://t.co/wycoqviqda"
[1431036758574075906],kesel bgt kemarin izin buat vaksin hari ini rp ga dibolwhin karena mendadak. mestinya gua bisa dpt pfizer hari ini. kesel bgt dah elah
[1431036750428663811],"ikut program sentra mini vaksinasi &amp; mobil vaksin keliling hari ini pada jumat, 27 agustus 2021. cek jadwal dan lok… https://t.co/mnemv9d6aj"
[1431036734746230785],"#didi 
habis vaksin mood rebahan gue 📈📈"
[1431036729243234306],"bener-bener ya efek vaksin astrazeneca tuh rasanya badan agak meriang, agak pusing, terus bawaannya jadi ngantuk (s… https://t.co/nl1c6l4wca"
[1431036703356067841],@aryatamaaditya pasti kartu vaksin blm di cetak..😀
[1431036672334913540],"ni aing mau vaksin, doain biar jadi super soldier"
[1431036662801264642],"abis vaksin sakitnya g brenti"" dhh njarem gitu tau gaa siee njarem ya emng nmanya njarem kan yaa kenapa sakit pdhl… https://t.co/virp5swxzt"
[1431036660951654405],@fkadrun pengen ngurus ortu sakit jadi kehalang sertifikat vaksin....sementara saya baru sembuh covid-19. biadab pe… https://t.co/conrp3otsc
[1431036585290526725],"lagi agak puyeng, vaksin blh g si?"
[1431036521092505604],@sinaronline cucuk lah vaksin percubaan tu
[1431033823358189569],"@o4harutou ga dikasig tau, tapi keknya buldep akhir jugaa deh, kalo kmu udah vaksin blom nes?"
[1431033748645040128],ini susah banget daftar vaksin ke dua di jaki buat sinovac deh. udah kebanyakan astra jadi mau daftar sinovac susah… https://t.co/i0humjgdlr
[1431033743284662273],"@naddcb97 pagii. aku kemarin vaksin sianovac dan efeknya cuma pegel"" di tangan bekas suntik sih jd klo angkat yg be… https://t.co/fiqpnqttpn"
[1431033649688842243],"@kyudamfairy iyaa shaaa makasiee, km udah vaksin blm??"
[1431033570642972672],"kipi vaksin astrazeneca memang astagfirullah sih.. 😭
semaleman badan panas dan rasanya kayak digebukin se-rt.
alham… https://t.co/9kwpa7xcnb"
[1431033562396913666],"@jogmfs berangkat cepet aja deh, kmrn temenku vaksin disitu antri scan barcode lama bgt, antriannya dah kek uleeer~"
[1431033471493840896],@tehtarikmania wokwowwowl vaksin
[1431033443941437443],"good morning

waktunya vaksin ke 2😉"
[1431033438425939972],kenapa sih kudu nyubuh buat daftar vaksin?
[1431033435158581248],".......

gw aja vaksin sendiri, pulang sendiri, apa-apa sendiri..... https://t.co/8an1ngleym"
