id,tweet
[1296960074561097728],pakar vaksin dunia ragukan vaksin covid-19 asal rusia - https://t.co/lufxpphvh1 https://t.co/magykyxtx9
[1296959961847615488],"90,4 milyar untuk bayar bacoter. hanya 5 milyar untuk riset vaksin corona.. 
tragis
#bebasberekspresi"
[1296951809257254912],"sahabat,
bpk menteri bumn berkata : sinovac akan memenuhi kebutuhan vaksin untuk indonesia,hal ini ditandai dgn pre… https://t.co/fh3aiopmxm"
[1296951570907541505],"jumlah pendaftar sukarelawan uji klinis calon vaksin covid-19 produksi sinovac, china, mencapai 2.200 orang dari ke… https://t.co/fppswv7ivq"
[1296944174495744000],badan anggaran dpr dukung penuh vaksin corona karya anak bangsa https://t.co/0qr83gjspa #darisuara
[1296911677711986688],"pandemi covid-19 bukan cuma soal vaksin dan kematian 

@satoedoeasatoe 
@donadam68 

https://t.co/z0e0qqlitq"
[1296909803281768448],@hisyammochtar @jvdas_iskariot pemerintah diminta lebih serius mendukung kerja peneliti vaksin covid 19 dengan cara… https://t.co/reyija0g7w
[1296893978877366273],"@detikcom @detikhealth bagaimana jika corona sengaja diciptakan cina lengkap dengan vaksin, saat smw terjangkit, te… https://t.co/n7snqubvc8"
[1296882461918375936],"kenapa anggaran influencer jauh lebih besar dari dana riset vaksin covid...

karena rezim sekarang lebih takut kehi… https://t.co/2d78ok0dge"
[1296881820227706881],"@geloraco kalo vaksin covid made in china gratispun aku tak mau.
ngoriiii....tapi bisa gratis gak nih indonesia?… https://t.co/4vflj5a7ql"
[1296864208907169794],"indonesia melalui bumn pt bio farma menandatangani kerja sama vaksin covid-19 dgn sinovac, china kamis (20/8/2020)… https://t.co/rupudi4na0"
[1296854587509415936],"bukan main-main, ini tahapan vaksin corona, gak asal... https://t.co/iwzzzzmjvf"
[1296850194873556997],"maroko tandatangani perjanjian dengan china untuk uji vaksin covid-19 
https://t.co/csenv9ngzp"
[1296846420771655680],"kamu dan aku
bagai virus corona dan vaksin
aku tercipta dari bagian dirimu
sama dengan tercipta dari
tulang rusuk y… https://t.co/tyn0dhg69x"
[1296846258154246150],"@ferdinandhaean3 saya menghimbau seluruh kadrun ga usah di vaksin..
silahkan mati  kena copid klo mo mati
dan petug… https://t.co/ydyg1tajn8"
[1296846207629709313],@satoedoeasatoe setelah di budidaya bagusnya dijadikan ujicoba vaksin covid itu bujererpe atau di ekspor aja ke cin… https://t.co/77ac7hhy3m
[1296832645549064197],vaksin covid harus nunggu trunks dari masa depan dong.. kalo gak virusnya eksis sampe 20 tahun kedepan.
[1296830187292655616],duh ini ui cepet kek masukin vaksin corona juga kek ky unpaddd
[1296827214856560641],"covid-19: rusia akan lakukan ujian klinikal vaksin libatkan lebih 40,000 individu | astro awani https://t.co/fbmap2recq"
[1296824102439682050],@berlianidris @jokowi yg di vaksin covid kaum cebong aja pendukung jokowi wkwkwk
[1296821906398523393],"jangan takut, megawati perintahkan seluruh kader pdip bersedia disuntik vaksin corona  https://t.co/kp1jnbc5lb #megawati #vaksincorona #pdip"
[1296821393930280963],"menurut ahli wabah dicky budiman, belum tentu vaksin sinovac #china ampuh dan aman melawan #covid19 karena mengguna… https://t.co/7kp9z2kyir"
[1296819476743090176],"sinovac akan memenuhi kebutuhan vaksin untuk indonesia, hal ini ditandai dengan preliminary agreement of purchase a… https://t.co/n1qx6ndghl"
[1296819036186083328],"sinovac akan memenuhi kebutuhan vaksin untuk indonesia, hal ini ditandai dengan preliminary agreement of purchase a… https://t.co/uxgpynuaat"
[1296813664113004544],"@_mr_j03n4______ salahnya ketika dana penelitian vaksin covid itu cuma 5 miliar.. 🤒😓

baru keliatan kan salahnya! 😠

https://t.co/wi8fiqbc5d"
[1296813508680531973],komisi ix dpr akan panggil bpom terkait vaksin covid-19 unair https://t.co/n0qjope5jq
[1296811505715941377],banggar dpr dukung pemerintah temukan obat dan vaksin covid-19 https://t.co/iewieby4ma
[1296811495288786944],"ridwan kamil dijadwalkan disuntik vaksin covid-19 pada 25 agustus
link⬇
https://t.co/xkgcnb0gqe

#jabarnews… https://t.co/d10gz35s2r"
[1296809381682544640],epidemiolog: vaksin bukan solusi tunggal atasi pandemi corona https://t.co/perosycdal https://t.co/dlcav5svsz
[1296809381665763329],epidemiolog: vaksin bukan solusi tunggal atasi pandemi corona https://t.co/perosycdal https://t.co/ptcfyntiba
[1296806279168417792],mood 2020: ndang januari ndang corona onok vaksin e
[1296803379952398336],"*30 aneka vaksin covid mulai uji coba klinis 1 thn; gak cuma vaksin sinovac china.
*china sendiri malah pakai vaksi… https://t.co/iar5j0fywi"
[1296803109960912896],"@nusawartainfo @pradityabeni *30 aneka vaksin covid mulai uji coba klinis 1 thn; gak cuma vaksin sinovac china.
*ch… https://t.co/dciunfcfev"
