id,tweet
[1304206464979001344],"vaksin covid 19 merah putih 2 kali disuntik, ini alasannya https://t.co/umzjguuapm"
[1304206266596601857],lipi ungkap alasan vaksin corona merah putih 2 kali disuntik https://t.co/pxdwg3irh4
[1304204237534969857],"relawan sakit buat uji vaksin covid setop, ini fakta barunya! https://t.co/1x7edoo8t9"
[1304201625033080833],"@bonggbudiharto emang ngeselin nih corona,semoga cepat ditemukan vaksinnya,biar kembali normal amin"
[1304199544507228161],dibutuhkan 8.000 pesawat jumbo untuk kirim vaksin covid-19 secara global https://t.co/qe23ez65uz https://t.co/eufbqdohtd
[1304199339623899136],"@refwantowanto @aan__ tbc ada obatnya, corona gak ada obat dan vaksin pun belum ditemukan."
[1304199116944154625],"@jokowi pak jokowi, vaksin corona apa nggak bisa lebih cepat lagi?

apabila terus2 an begini perekonomian akan sema… https://t.co/u2l8oxpbuq"
[1304190802847870976],"menurut retno, keberadaan vaksin sangat penting bagi warga dunia sehingga sudah seharusnya seluruh negara bekerja s… https://t.co/tmcruqkfpf"
[1304190157273182208],"uji coba vaksin corona gagal, harga emas langsung meroket #bersamalawancorona #vaksincorona #hargaemas… https://t.co/scew0itp46"
[1304183962315534336],"relawan yang disuntik vaksin buatan china terpapar covid-19
klik untuk baca: https://t.co/5eqjng0kpu

download apli… https://t.co/ig8ojcgceq"
[1304182907779522560],"sudah dapat vaksin covid-19, relawan tetap terinfeksi virus corona usai pulang dari luar kota https://t.co/mvbjgwtrdb via @tribunkaltim"
[1304182898447142913],"pengiriman vaksin covid-19 ke seluruh dunia butuh paling sedikit 8.000 jumbo jet - https://t.co/n5lav6fe5z

#indonesia"
[1304177663997743105],"untuk percepat pengembangan kandidat vaksin covid-19, pemerintah membentuk tim nasional percepatan pengembangan vak… https://t.co/kiqpdcsxxl"
[1304177169250181120],vaksin dna dan rna untuk covid-19 sedang dikembangkan  https://t.co/yqwd4aezrt
[1304176465668308992],"butuh 8.000 jet khusus, distribusi vaksin covid-19 jadi tantangan industri kargo global https://t.co/xd7ay180qp https://t.co/ymgfd5oj3b"
[1304175911755890690],@1002himawari @nurdiwijayanto @onlyaidee naif banget nih klo idi gak ada keinginan buat terobosan pasar vaksin khus… https://t.co/s5go8mxyma
[1304175859574603777],"relawan alami sakit tak jelas, uji coba vaksin covid-19 dihentikan https://t.co/iorpkvgj7k"
[1304174494764785664],"lepas dari banyak hal lucu yg dilakukan oleh anies baswedan, masalah covid kalau belum ada vaksin nya ya bakalan ta… https://t.co/g7ey9lgxu9"
[1304166521283911685],"relawan vaksin china terpapar covid-19, ini penjelasan tim uji klinis sinovac https://t.co/ob3rmh0xvf #vaksincorona"
[1304157455090290688],"usai disuntik vaksin china, seorang relawan malah positif corona https://t.co/kwzsrdizh0"
[1304157336764690432],"relawan alami sakit tak jelas, perusahaan farmasi inggris hentikan uji coba vaksin covid-19 https://t.co/2l4fcfy6hy"
[1304139606850375680],relawan uji vaksin terpapar corona. lha utk apa dilanjutkan uji coba kalau udah divaksin masih juga terpapar?
[1304136522187247616],iata: perlu 8 ribu pesawat jumbo untuk kirim vaksin covid https://t.co/4jlrlftnoj https://t.co/q3emtbf8dj
[1304116689861181440],seorang sukarelawan uji calon vaksin covid-19 sinovac dikabarkan positif terinfeksi virus corona. #vaksincovid-19 https://t.co/tmh311m5qi
[1304103516349239296],"@tubirfess kalau sisi pandemi, mungkin vaksin sudah mulai ditemukan dan bisa jadi teknologi lebih berkembang lagi d… https://t.co/amywbrlywn"
[1304101933578293249],"@wwjxcrt nah ini, banyak yg bebal astaga😭 apalagi ada yg anggep corona cuma konspirasi:( wtf... tp katanya bakal ada vaksin? apa itu bener?"
[1304098198378569728],presiden jokowi minta tim percepatan pengembangan vaksin covid-19 segera bekerja cepat  https://t.co/dho9yazuqe #nkri #nasional #nusantara
[1304098158998245377],"aku takut, semua mimpi²ku, cita²ku harus sirna karena pandemi ini. walaupun nanti suatu saat vaksin yg ampuh ditemu… https://t.co/vxsiwr34hl"
[1304097890780942336],"@dr_koko28 itu vaksin campak kali dok, bukan vaksin covid..."
[1304094207339044865],negara mana saja yang sudah menggunakan vaksin corona? https://t.co/ks0t1nk7ti
[1304094172018700289],kan cek aingge tong suntik suntik vaksin jadi weh corona
[1304092971051003909],@shatoornus modelan wong koyok ngene iki mending dadino subjek uji vaksin corona
[1304091175293313025],"@santo5o @geloraco @aksioma02 🤣🤣🤣 mana ada vaksin yang menjamin 100% kebal? vaksin hepatitis, vaksin flu, vaksin ti… https://t.co/xwancopwes"
